input,prediction,label
김해시는 경남에서 조선소 기계자재 업체수가 가장 많은 도시이지만 대부분의 정부 대책은 고용위기지역으로 지정된 거제통영고성 등 대형조선소가 밀집된 지역에 집중돼왔다, Gimhae City is the city with the largest number of shipyards machinery and materials companies in Gyeongnam but most government measures have been concentrated in areas where large shipyards such as Geoje Tong,Gimhae is the city with the largest number of shipyard machinery and materials companies in Gyeongsangnamdo but most of the government measures have focused on areas where large shipyards are concentrated such as Geoje Tongyeong and Goseong which are designated as employment crisis zones
40분 이상 자전거 타면 운동도 되니까 괜찮아, Its okay to exercise more than 40 minutes so its okay to,Thats fine Ill think of it as my workout
해당 지역의 고용과 경제를 지지하는 중요 산업이다, It is important industries that support employment and economy in the,It is an important industry that supports employment and the economy in the region
블록 워드 라인 트렌치는 그라운드 라인 트렌치들 사이에 배치될 수 있다, The block word line trench can be placed between the ground line tren,The block word line trench may be disposed between the ground line trenches
월 소득인정액은 해당 가구의 소득과 함께 재산의 소득환산액을 더하여 계산합니다, The monthly income recognition amount is calculated by adding the income conversion amount of property income along with the households income,The monthly income recognition is calculated by adding the income of the household and the income conversion of the property
SK텔레콤이 전국 구석구석을 3D로 구현한 지도를 활용해 5G 네트워크 설계를 정교화하는 작업에 나섰다, SK Telecom has started to elaborate on 5G network design by using maps that implements every corner of the country in 3D such,SK Telecom is working to refine the design of 5G network architecture by utilizing a map that has reflected all parts of the country in 3D that has that implement every corner of South Korea in 3D
조사에서는 성벽뿐 아니라 다양한 시대의 유물도 다수 나왔다, In the survey many artifacts from various ages as well as the,In addition to the fortress walls many artifacts from various periods were found in the survey
내가 많은 팀을 안 맡아본 것도 아니다, I havent played many teams but I have not been,Its not that I havent taken many teams
이 불로 연기흡입 호흡곤란 화상 등을 입은 투숙객 33명이 병원으로 이송돼 치료를 받았다, 33 guests wearing smoke inhalation dyspnea burns were taken to the hospital for treatment and treated Heart,Thirtythree guests who suffered from smoke inhalation difficulty in breathing and burns were taken to the hospital for treatment
위원회의 독립성은 기구의 독립성 외에도 인적 구성원의 독립성에서 나온다, In addition to the independence of the organization the committee comes from the independence of,In addition to the independence of the organization the independence of the commission stems from the independence of human resource members
대상판결의 이상의 판시부분은 행정행위의 구성요건적 효력이나 공정력의 차원에서도 문제가 있다, The above judgment part of the grand judgment is also problematic in terms of the constitutional effectiveness and fairness of administrative action,There is also a problem in terms of the effectiveness or fairness of the constitutional requirements of the administrative act
만약 5일 뒤에 세상이 멸망한다면 나는 주어진 5일 동안 무엇을 해야 할까, If the world disappears five days later what should I do for the given five days I have,If the world collapses in 5 days what should I do in these 5 days
기상 강국인 중국은 지난 2007년 가뭄을 해소하기 위한 방법으로 인공강우를 시도해 8억t 이상의 비를 내리게 한 적이 있다, China a weather powerhouse once attempted artificial rainfall in 2007 to reduce the rain of more than 800 million tons of yonggin horse eupjiki,China a meteorological powerhouse has tried artificial rainfall in 2007 as a way to resolve the drought and has made it rain more than 800 million tons
학습능력과 자산은 인적 자본 형성에 일정 부분 도움을 해준다, Learning ability and assets help to form human capital some extent to help,Learning ability and assets help to some extent in the formation of human capital
이러한 다운타임을 최소화하기 위해 HMI 및 제어 시스템은 특정 지침 원리들을 염두에 두고 설계된다, To minimize this down time HMI and control systems are designed with certain guidelines principles in mind such as welding gun,To minimize this downtime HMIs and control systems are designed with specific guiding principles in mind
이 표현에는 오빠가 그냥 그렇게가 아닌 좀 더 나은 삶을 살기를 기대하는 이달님의 마음이담겨 있는 것 같다, This expression seems to contain Lee Dalnims heart which expects his older brother to live a better life not just like that [SEP],This expression seems to contain Lee Dalnim who expects her brother to live a better life not just like that
